Time Stamp	Roll	Pitch	Yaw	X Velocity	Y Velocity	Latitude	Longitude
(s)	(°)	(°)	(°)	(m.s^-1)	(m.s^-1)	(°)	(°)
218.980	-1.804919	0.120232	-146.234528	0.002	0.002	59.462023	18.135511
218.991	-1.804818	0.119463	-146.234774	0.002	0.002	59.462023	18.135511
219.002	-1.804973	0.120289	-146.234719	0.001	0.002	59.462023	18.135511
219.013	-1.805993	0.120385	-146.234336	0.002	0.002	59.462023	18.135511
219.024	-1.805247	0.119400	-146.235033	0.001	0.002	59.462023	18.135511
219.035	-1.804764	0.120808	-146.235429	0.001	0.002	59.462023	18.135511
219.046	-1.805574	0.120128	-146.234910	0.001	0.002	59.462023	18.135511
219.057	-1.805612	0.120101	-146.234938	0.001	0.002	59.462023	18.135511
219.068	-1.805650	0.120073	-146.234951	0.001	0.002	59.462023	18.135511
219.079	-1.805687	0.120046	-146.234979	0.001	0.002	59.462023	18.135511
219.090	-1.805725	0.120018	-146.235006	0.001	0.002	59.462023	18.135511
219.101	-1.805763	0.119991	-146.235033	0.001	0.002	59.462023	18.135511
219.112	-1.805801	0.119963	-146.235060	0.001	0.002	59.462023	18.135511
219.123	-1.805839	0.119935	-146.235088	0.001	0.002	59.462023	18.135511
219.134	-1.805877	0.119908	-146.235101	0.001	0.002	59.462023	18.135511
219.145	-1.805915	0.119880	-146.235129	0.001	0.002	59.462023	18.135511
219.156	-1.805952	0.119853	-146.235156	0.001	0.002	59.462023	18.135511
219.167	-1.805990	0.119825	-146.235183	0.001	0.002	59.462023	18.135511
219.178	-1.806028	0.119798	-146.235211	0.001	0.002	59.462023	18.135511
219.189	-1.806066	0.119770	-146.235224	0.001	0.002	59.462023	18.135511
219.200	-1.806103	0.119743	-146.235252	0.001	0.002	59.462023	18.135511
219.211	-1.806141	0.119715	-146.235265	0.001	0.002	59.462023	18.135511
219.222	-1.806179	0.119687	-146.235293	0.001	0.002	59.462023	18.135511
219.233	-1.806217	0.119660	-146.235320	0.001	0.002	59.462023	18.135511
219.244	-1.806255	0.119632	-146.235347	0.001	0.002	59.462023	18.135511
219.255	-1.806292	0.119605	-146.235361	0.001	0.002	59.462023	18.135511
219.266	-1.806331	0.119577	-146.235402	0.002	0.002	59.462023	18.135511
219.277	-1.806368	0.119550	-146.235416	0.002	0.002	59.462023	18.135511
219.288	-1.806406	0.119522	-146.235443	0.002	0.002	59.462023	18.135511
219.299	-1.806444	0.119494	-146.235470	0.002	0.002	59.462023	18.135511
219.310	-1.806482	0.119467	-146.235498	0.002	0.002	59.462023	18.135511
219.321	-1.806520	0.119439	-146.235525	0.002	0.002	59.462023	18.135511
219.332	-1.806557	0.119412	-146.235539	0.002	0.002	59.462023	18.135511
219.343	-1.806595	0.119384	-146.235566	0.002	0.002	59.462023	18.135511
219.354	-1.806633	0.119357	-146.235593	0.002	0.002	59.462023	18.135511
219.365	-1.806671	0.119329	-146.235621	0.002	0.002	59.462023	18.135511
219.376	-1.806768	0.119324	-146.235607	0.002	0.002	59.462023	18.135511
219.387	-1.806805	0.118633	-146.235306	0.002	0.002	59.462023	18.135511
219.398	-1.805919	0.118820	-146.235265	0.001	0.002	59.462023	18.135511
219.409	-1.806689	0.119187	-146.234992	0.002	0.002	59.462023	18.135511
219.420	-1.806642	0.118184	-146.236099	0.002	0.003	59.462023	18.135511
219.431	-1.805649	0.119022	-146.236577	0.001	0.002	59.462023	18.135511
219.442	-1.806335	0.119192	-146.235989	0.003	0.002	59.462023	18.135511
219.453	-1.806117	0.118267	-146.235948	0.002	0.002	59.462023	18.135511
219.464	-1.805863	0.120480	-146.236181	0.001	0.002	59.462023	18.135511
219.475	-1.805936	0.120430	-146.236208	0.001	0.002	59.462023	18.135511
219.486	-1.806018	0.120375	-146.236222	0.001	0.002	59.462023	18.135511
219.497	-1.806099	0.120320	-146.236249	0.001	0.002	59.462023	18.135511
219.508	-1.806181	0.120265	-146.236276	0.001	0.002	59.462023	18.135511
219.519	-1.806262	0.120210	-146.236290	0.001	0.002	59.462023	18.135511
219.530	-1.806343	0.120155	-146.236317	0.001	0.002	59.462023	18.135511
219.541	-1.806424	0.120100	-146.236345	0.001	0.002	59.462023	18.135511
219.552	-1.806505	0.120045	-146.236358	0.001	0.002	59.462023	18.135511
219.563	-1.806587	0.119990	-146.236386	0.001	0.002	59.462023	18.135511
219.574	-1.806668	0.119935	-146.236399	0.001	0.002	59.462023	18.135511
219.585	-1.806749	0.119880	-146.236427	0.001	0.002	59.462023	18.135511
219.596	-1.806830	0.119825	-146.236454	0.001	0.002	59.462023	18.135511
219.607	-1.806912	0.119770	-146.236467	0.001	0.002	59.462023	18.135511
219.618	-1.806994	0.119715	-146.236495	0.001	0.002	59.462023	18.135511
219.629	-1.807074	0.119660	-146.236522	0.001	0.002	59.462023	18.135511
219.640	-1.807156	0.119605	-146.236536	0.001	0.002	59.462023	18.135511
